Champ longitudinal: Fichier, Bl, erreur, Paramètres de Stokes V: min(x,y), min(x,y)
1051168 	-1313 	254 	0.00880 	88.24 	-0.00884 	52.09
946153 	233 	34 	0.00342 	-7.42 	-0.00282 	19.80
978387 	247 	47 	0.00217 	-18.10 	-0.00222 	24.20
1845146 	257 	6 	0.00532 	-24.55 	-0.00271 	-10.50
978113 	394 	9 	0.01150 	7.74 	-0.00981 	17.41
1656038 	1145 	426 	0.00619 	-0.61 	-0.00509 	32.02
1647923 	197 	4 	0.00384 	-10.94 	-0.00375 	2.04
1889651 	10 	0 	0.00068 	-88.02 	-0.00063 	-80.30
1670381 	4 	0 	0.00049 	47.50 	-0.00067 	53.10
1524749 	310 	6 	0.00574 	7.76 	-0.00600 	19.27
1739028 	2 	0 	0.00070 	14.26 	-0.00066 	26.99
1611213 	-5 	1 	0.00171 	-1.06 	-0.00188 	-3.92
808309 	182 	32 	0.00336 	-35.54 	-0.00183 	-6.32
1523142 	0 	0 	0.00006 	24.14 	-0.00005 	35.41
1754283 	78 	0 	0.00185 	-34.54 	-0.00151 	-28.37
1513782 	31 	1 	0.00048 	-111.51 	-0.00038 	-63.61
1115378 	178 	31 	0.00162 	0.04 	-0.00167 	16.75
1699610 	-108 	1 	0.00221 	-7.44 	-0.00321 	-19.27
1773698 	1 	0 	0.00087 	-5.76 	-0.00047 	-13.63
1739965 	-124 	1 	0.00241 	41.55 	-0.00292 	33.49
966046 	126 	13 	0.00408 	5.53 	-0.00287 	16.79
978637 	338 	66 	0.00381 	-25.45 	-0.00223 	-9.80
1514802 	11 	2 	0.00127 	-16.35 	-0.00127 	7.56
1769755 	5 	0 	0.00092 	19.65 	-0.00120 	14.00
861989 	363 	62 	0.00302 	-10.44 	-0.00230 	26.88
1096551 	154 	11 	0.00142 	-57.21 	-0.00140 	-53.95
1886297 	-18 	0 	0.00142 	9.99 	-0.00079 	2.19
1020678 	-451 	155 	0.00437 	9.13 	-0.00486 	-61.10
946149 	43 	6 	0.00114 	-17.01 	-0.00166 	-9.26
1647272 	-29 	0 	0.00204 	11.87 	-0.00236 	2.54
1700132 	-171 	2 	0.00402 	7.06 	-0.00427 	-1.84
1756168 	-19 	0 	0.00051 	106.76 	-0.00047 	104.13
897633 	-751 	136 	0.00699 	81.42 	-0.00856 	57.90
